unix,date,symbol,open,high,low,close,Volume AAVE,Volume BTC
1674604800,2023-01-25 00:00:00,AAVE/BTC,0.00365661,0.00365661,0.00365661,0.00365661,0.00000000,0.0
1674518400,2023-01-24 00:00:00,AAVE/BTC,0.00365661,0.00365661,0.00365661,0.00365661,0.05306997,0.0001940561830017
1674432000,2023-01-23 00:00:00,AAVE/BTC,0.00376861,0.00376861,0.00376861,0.00376861,0.05148006,0.0001940082689166
1674345600,2023-01-22 00:00:00,AAVE/BTC,0.00388500,0.00388500,0.00388500,0.00388500,0.59459459,0.0023099999821500003
1674259200,2023-01-21 00:00:00,AAVE/BTC,0.00370000,0.00370000,0.00368281,0.00368281,8.59459459,0.031652258901997896
1674172800,2023-01-20 00:00:00,AAVE/BTC,0.00395659,0.00395659,0.00390444,0.00390691,6.48170120,0.025323423235292002
1674086400.0,2023-01-19 00:00:00,AAVE/BTC,0.00396107,0.00396107,0.00396107,0.00396107,0.00000000,0.0
1674086400,2023-01-19 00:00:00,AAVE/BTC,0.00376481,0.00376481,0.00376481,0.00376481,0.05049141,0.0001900905652821
1674000000.0,2023-01-18 00:00:00,AAVE/BTC,0.00416932,0.00416932,0.00416932,0.00416932,0.00000000,0.0
1674000000,2023-01-18 00:00:00,AAVE/BTC,0.00395681,0.00399261,0.00395681,0.00396107,15.14693504,0.0599980699788928
1673913600.0,2023-01-17 00:00:00,AAVE/BTC,0.00379239,0.00379239,0.00379239,0.00379239,0.00000000,0.0
1673913600,2023-01-17 00:00:00,AAVE/BTC,0.00396230,0.00419147,0.00396230,0.00416932,4.53107395,0.018891497241213997
1673827200.0,2023-01-16 00:00:00,AAVE/BTC,0.00378714,0.00378714,0.00378714,0.00378714,0.00000000,0.0
1673827200,2023-01-16 00:00:00,AAVE/BTC,0.00373562,0.00379239,0.00373562,0.00379239,8.05410000,0.030544288299
1673740800.0,2023-01-15 00:00:00,AAVE/BTC,0.00361245,0.00361245,0.00361245,0.00361245,2.24748131,0.0081189138583095
1673740800,2023-01-15 00:00:00,AAVE/BTC,0.00361245,0.00395000,0.00361245,0.00378714,25.03283097,0.0948028354797258
1673654400.0,2023-01-14 00:00:00,AAVE/BTC,0.00372173,0.00372173,0.00372173,0.00372173,0.00000000,0.0
1673654400,2023-01-14 00:00:00,AAVE/BTC,0.00356295,0.00382813,0.00356295,0.00371685,268.30928311,0.9972653589274035
1673568000.0,2023-01-13 00:00:00,AAVE/BTC,0.00361615,0.00361615,0.00361615,0.00361615,0.00000000,0.0
1673568000,2023-01-13 00:00:00,AAVE/BTC,0.00354920,0.00372173,0.00354920,0.00372173,3.54881087,0.0132077158792051
1673481600.0,2023-01-12 00:00:00,AAVE/BTC,0.00352521,0.00352521,0.00352521,0.00352521,0.00000000,0.0
1673481600,2023-01-12 00:00:00,AAVE/BTC,0.00355000,0.00371664,0.00355000,0.00361615,65.56003416,0.237074917527684
1673395200.0,2023-01-11 00:00:00,AAVE/BTC,0.00357519,0.00357519,0.00357519,0.00357519,0.00000000,0.0
1673395200,2023-01-11 00:00:00,AAVE/BTC,0.00353915,0.00353915,0.00352521,0.00352521,10.05594109,0.0354493040898789
1673308800,2023-01-10 00:00:00,AAVE/BTC,0.00361235,0.00361235,0.00357005,0.00357519,10.05524221,0.035949401396769894
1673222400,2023-01-09 00:00:00,AAVE/BTC,0.00349107,0.00362042,0.00349107,0.00362042,6.01712643,0.021784524869700603
1673136000,2023-01-08 00:00:00,AAVE/BTC,0.00329018,0.00348289,0.00329018,0.00348289,0.35519779,0.0012371148308131
1673049600,2023-01-07 00:00:00,AAVE/BTC,0.00325000,0.00325000,0.00325000,0.00325000,0.00000000,0.0
1672963200,2023-01-06 00:00:00,AAVE/BTC,0.00329424,0.00329424,0.00325000,0.00325000,222.47659611,0.7230489373575
1672876800,2023-01-05 00:00:00,AAVE/BTC,0.00329459,0.00329459,0.00329459,0.00329459,0.05903136,0.0001944841283424
1672790400,2023-01-04 00:00:00,AAVE/BTC,0.00329379,0.00342862,0.00327990,0.00338803,232.86432317,0.7889513128296551
1672704000,2023-01-03 00:00:00,AAVE/BTC,0.00312235,0.00312235,0.00312235,0.00312235,0.00000000,0.0
1672617600,2023-01-02 00:00:00,AAVE/BTC,0.00312235,0.00312235,0.00312235,0.00312235,0.00000000,0.0
1672531200,2023-01-01 00:00:00,AAVE/BTC,0.00313694,0.00313694,0.00312235,0.00312235,0.16239199,0.0005070446299765
1672444800,2022-12-31 00:00:00,AAVE/BTC,0.00317780,0.00320554,0.00317779,0.00320554,38.21748335,0.12250767157775902
1672358400,2022-12-30 00:00:00,AAVE/BTC,0.00327236,0.00327236,0.00314400,0.00314400,12.01349655,0.0377704331532
1672272000,2022-12-29 00:00:00,AAVE/BTC,0.00327236,0.00327236,0.00327236,0.00327236,0.05854373,0.00019157616030280003
1672185600,2022-12-28 00:00:00,AAVE/BTC,0.00341625,0.00341625,0.00341625,0.00341625,0.14186000,0.00048462922500000006
1672099200,2022-12-27 00:00:00,AAVE/BTC,0.00339212,0.00344460,0.00339212,0.00342471,47.28325765,0.1619314453065315
1672012800,2022-12-26 00:00:00,AAVE/BTC,0.00323059,0.00323059,0.00323059,0.00323059,0.00000000,0.0
1671926400,2022-12-25 00:00:00,AAVE/BTC,0.00323059,0.00323059,0.00323059,0.00323059,0.06182018,0.00019971565530620003
1671840000,2022-12-24 00:00:00,AAVE/BTC,0.00323519,0.00323519,0.00322439,0.00323519,5.84986099,0.0189254117762381
1671753600,2022-12-23 00:00:00,AAVE/BTC,0.00326727,0.00326727,0.00326727,0.00326727,0.06077532,0.0001985693797764
1671667200,2022-12-22 00:00:00,AAVE/BTC,0.00331704,0.00331704,0.00329080,0.00329081,0.37881987,0.0012466242163947
1671580800,2022-12-21 00:00:00,AAVE/BTC,0.00331704,0.00331704,0.00331704,0.00331704,0.00000000,0.0
1671494400,2022-12-20 00:00:00,AAVE/BTC,0.00332484,0.00332684,0.00329845,0.00331704,9.42305309,0.031256644021653596
1671408000,2022-12-19 00:00:00,AAVE/BTC,0.00334707,0.00335125,0.00334707,0.00335125,100.00000000,0.335125
1671321600,2022-12-18 00:00:00,AAVE/BTC,0.00329972,0.00329972,0.00329972,0.00329972,0.00000000,0.0
1671235200,2022-12-17 00:00:00,AAVE/BTC,0.00323766,0.00331295,0.00323766,0.00329972,4.19916975,0.01385608440747
1671148800,2022-12-16 00:00:00,AAVE/BTC,0.00348477,0.00348477,0.00328121,0.00328121,0.27818260,0.0009127755289460001
1671062400,2022-12-15 00:00:00,AAVE/BTC,0.00348477,0.00348477,0.00348477,0.00348477,0.00000000,0.0
1670976000,2022-12-14 00:00:00,AAVE/BTC,0.00348477,0.00348477,0.00348477,0.00348477,0.05688849,0.0001982433032973
1670889600,2022-12-13 00:00:00,AAVE/BTC,0.00346834,0.00351565,0.00346834,0.00351565,9.54437877,0.0335546952227505
1670803200,2022-12-12 00:00:00,AAVE/BTC,0.00348713,0.00348713,0.00348713,0.00348713,8.00000000,0.02789704
1670716800,2022-12-11 00:00:00,AAVE/BTC,0.00356287,0.00356287,0.00345343,0.00345343,27.09076690,0.09355606713546699
1670630400,2022-12-10 00:00:00,AAVE/BTC,0.00360212,0.00360212,0.00360212,0.00360212,0.05485705,0.00019760167694599998
1670544000,2022-12-09 00:00:00,AAVE/BTC,0.00364584,0.00364584,0.00364584,0.00364584,0.05485705,0.00020000002717199998
1670457600,2022-12-08 00:00:00,AAVE/BTC,0.00364584,0.00364584,0.00364584,0.00364584,0.05452444,0.0001987873843296
1670371200,2022-12-07 00:00:00,AAVE/BTC,0.00364301,0.00366808,0.00364232,0.00366808,5.66197390,0.020768573223112
1670284800,2022-12-06 00:00:00,AAVE/BTC,0.00375815,0.00375815,0.00375815,0.00375815,0.05247595,0.00019721249149250001
1670198400,2022-12-05 00:00:00,AAVE/BTC,0.00381129,0.00381129,0.00381127,0.00381127,7.93260290,0.030233291454683
1670112000,2022-12-04 00:00:00,AAVE/BTC,0.00374085,0.00374085,0.00374085,0.00374085,0.07400000,0.0002768229
1670025600,2022-12-03 00:00:00,AAVE/BTC,0.00377363,0.00378308,0.00377363,0.00378308,3.90366602,0.0147678808469416
1669939200,2022-12-02 00:00:00,AAVE/BTC,0.00377363,0.00377363,0.00377363,0.00377363,0.00000000,0.0
1669852800,2022-12-01 00:00:00,AAVE/BTC,0.00377363,0.00377363,0.00377363,0.00377363,0.05219752,0.0001969741273976
1669766400,2022-11-30 00:00:00,AAVE/BTC,0.00380748,0.00383160,0.00380748,0.00383160,2.32630424,0.008913467325984
1669680000,2022-11-29 00:00:00,AAVE/BTC,0.00373159,0.00373159,0.00373159,0.00373159,0.00000000,0.0
1669593600,2022-11-28 00:00:00,AAVE/BTC,0.00370365,0.00373159,0.00370365,0.00373159,7.12871050,0.026601424814695
1669507200,2022-11-27 00:00:00,AAVE/BTC,0.00380557,0.00381382,0.00375419,0.00375419,7.54440720,0.028323138066168003
1669420800,2022-11-26 00:00:00,AAVE/BTC,0.00365000,0.00369382,0.00363411,0.00369382,17.33456539,0.06403076432888981
1669334400,2022-11-25 00:00:00,AAVE/BTC,0.00362435,0.00362435,0.00362435,0.00362435,0.05479453,0.0001985945548055
1669248000,2022-11-24 00:00:00,AAVE/BTC,0.00350186,0.00365000,0.00350186,0.00365000,0.51297199,0.0018723477635
1669161600,2022-11-23 00:00:00,AAVE/BTC,0.00352915,0.00352915,0.00350186,0.00350186,0.57770463,0.0020230407356118
1669075200,2022-11-22 00:00:00,AAVE/BTC,0.00344509,0.00355000,0.00320894,0.00346500,12.14574440,0.042085004346
1668988800,2022-11-21 00:00:00,AAVE/BTC,0.00350810,0.00350810,0.00344831,0.00344831,0.27457259,0.0009468114078229
1668902400,2022-11-20 00:00:00,AAVE/BTC,0.00365622,0.00365622,0.00355674,0.00355674,6.92952228,0.0246465090741672
1668816000,2022-11-19 00:00:00,AAVE/BTC,0.00350663,0.00350663,0.00350663,0.00350663,0.00000000,0.0
1668729600,2022-11-18 00:00:00,AAVE/BTC,0.00350663,0.00350663,0.00350663,0.00350663,8.00000000,0.02805304
1668643200,2022-11-17 00:00:00,AAVE/BTC,0.00350349,0.00354702,0.00348546,0.00354702,5.85560411,0.0207699448902522
1668556800,2022-11-16 00:00:00,AAVE/BTC,0.00354950,0.00354950,0.00350349,0.00350349,1.67540384,0.0058697605994016
1668470400,2022-11-15 00:00:00,AAVE/BTC,0.00349026,0.00349026,0.00349026,0.00349026,0.00000000,0.0
1668384000,2022-11-14 00:00:00,AAVE/BTC,0.00337451,0.00399000,0.00337451,0.00349026,10.68456322,0.0372919036242372
1668297600,2022-11-13 00:00:00,AAVE/BTC,0.00345000,0.00349564,0.00345000,0.00346925,38.78340007,0.1345493106928475
1668211200,2022-11-12 00:00:00,AAVE/BTC,0.00374404,0.00374404,0.00344906,0.00345000,266.21492792,0.9184415013239999
1668124800,2022-11-11 00:00:00,AAVE/BTC,0.00385548,0.00385548,0.00373029,0.00373029,1.60988314,0.0060053309783106
1668038400,2022-11-10 00:00:00,AAVE/BTC,0.00362982,0.00392681,0.00362662,0.00386042,13.61924073,0.0525759892989066
1667952000,2022-11-09 00:00:00,AAVE/BTC,0.00389910,0.00397255,0.00365486,0.00365486,842.31788927,3.078553960777352
1667865600,2022-11-08 00:00:00,AAVE/BTC,0.00423665,0.00428068,0.00379829,0.00389551,390.69006986,1.5219370740403286
1667779200,2022-11-07 00:00:00,AAVE/BTC,0.00418908,0.00429711,0.00418908,0.00429711,5.14153815,0.022093754999746498
1667692800,2022-11-06 00:00:00,AAVE/BTC,0.00450395,0.00450395,0.00415857,0.00415857,147.46839894,0.6132576597799158
1667606400,2022-11-05 00:00:00,AAVE/BTC,0.00439404,0.00455924,0.00439404,0.00455924,4.70351864,0.021444470324233602
1667520000,2022-11-04 00:00:00,AAVE/BTC,0.00446250,0.00459998,0.00445765,0.00446592,19.16929241,0.0856085263596672
1667433600,2022-11-03 00:00:00,AAVE/BTC,0.00418839,0.00418839,0.00418839,0.00418839,0.00000000,0.0
1667347200,2022-11-02 00:00:00,AAVE/BTC,0.00418839,0.00418839,0.00418839,0.00418839,0.00000000,0.0
1667260800,2022-11-01 00:00:00,AAVE/BTC,0.00409547,0.00418839,0.00409547,0.00418839,1.86493849,0.0078110897221311
1667174400,2022-10-31 00:00:00,AAVE/BTC,0.00412488,0.00417768,0.00412488,0.00413208,2.33495879,0.009648236516983199
1667088000,2022-10-30 00:00:00,AAVE/BTC,0.00405496,0.00405496,0.00405496,0.00405496,0.00000000,0.0
1667001600,2022-10-29 00:00:00,AAVE/BTC,0.00405496,0.00405496,0.00405496,0.00405496,0.00000000,0.0
1666915200,2022-10-28 00:00:00,AAVE/BTC,0.00405496,0.00405496,0.00405496,0.00405496,1.45622209,0.0059049223260663995
1666828800,2022-10-27 00:00:00,AAVE/BTC,0.00408128,0.00414985,0.00407138,0.00407167,2.95125893,0.012016552447513101
1666742400,2022-10-26 00:00:00,AAVE/BTC,0.00410767,0.00410767,0.00403155,0.00403155,3.37379242,0.013601612830851
1666656000,2022-10-25 00:00:00,AAVE/BTC,0.00425000,0.00425000,0.00341660,0.00410246,12.66008725,0.05193750153963499
1666569600,2022-10-24 00:00:00,AAVE/BTC,0.00453290,0.00453326,0.00451582,0.00451582,3.41900643,0.015439617616722601
1666483200,2022-10-23 00:00:00,AAVE/BTC,0.00447237,0.00450243,0.00447237,0.00450243,1.03649919,0.0046667650480317
1666396800,2022-10-22 00:00:00,AAVE/BTC,0.00433162,0.00433162,0.00433162,0.00433162,1.81626994,0.007867391197502798
1666310400,2022-10-21 00:00:00,AAVE/BTC,0.00421432,0.00427665,0.00414939,0.00425745,11.16855955,0.0475495838561475
1666224000,2022-10-20 00:00:00,AAVE/BTC,0.00428960,0.00428960,0.00421887,0.00421887,12.79310754,0.053972457607279804
1666137600,2022-10-19 00:00:00,AAVE/BTC,0.00427777,0.00441165,0.00425708,0.00441132,204.10579000,0.9003759535428
1666051200,2022-10-18 00:00:00,AAVE/BTC,0.00408505,0.00428610,0.00408505,0.00425704,19.59885327,0.0834331023245208
1665964800,2022-10-17 00:00:00,AAVE/BTC,0.00391475,0.00400777,0.00391425,0.00400777,17.40688116,0.0697627761066132
1665878400,2022-10-16 00:00:00,AAVE/BTC,0.00388155,0.00388155,0.00388155,0.00388155,1.60484010,0.006229267090155001
1665792000,2022-10-15 00:00:00,AAVE/BTC,0.00376583,0.00376583,0.00374999,0.00374999,190.33722633,0.7137626953652366
1665705600,2022-10-14 00:00:00,AAVE/BTC,0.00376128,0.00376235,0.00375232,0.00375232,20.40645003,0.0765715305765696
1665619200,2022-10-13 00:00:00,AAVE/BTC,0.00372608,0.00372608,0.00350000,0.00367261,148.31998728,0.5447214684844008
1665532800,2022-10-12 00:00:00,AAVE/BTC,0.00379619,0.00379619,0.00379619,0.00379619,0.00000000,0.0
1665446400,2022-10-11 00:00:00,AAVE/BTC,0.00382888,0.00382894,0.00379619,0.00379619,7.98494493,0.0303123680938167
1665360000,2022-10-10 00:00:00,AAVE/BTC,0.00387680,0.00387680,0.00387680,0.00387680,0.00000000,0.0
1665273600,2022-10-09 00:00:00,AAVE/BTC,0.00387694,0.00387694,0.00387680,0.00387680,3.11401732,0.012072422346176
1665187200,2022-10-08 00:00:00,AAVE/BTC,0.00390938,0.00390938,0.00390938,0.00390938,0.00000000,0.0
1665100800,2022-10-07 00:00:00,AAVE/BTC,0.00390938,0.00390938,0.00390938,0.00390938,0.00000000,0.0
1665014400,2022-10-06 00:00:00,AAVE/BTC,0.00391027,0.00392666,0.00390938,0.00390938,2.77503323,0.010848659408697399
1664928000,2022-10-05 00:00:00,AAVE/BTC,0.00388552,0.00389080,0.00382915,0.00386410,8.68142378,0.033545889628298
1664841600,2022-10-04 00:00:00,AAVE/BTC,0.00386710,0.00386710,0.00386710,0.00386710,1.26376578,0.004887108647838
1664755200,2022-10-03 00:00:00,AAVE/BTC,0.00383539,0.00383539,0.00383539,0.00383539,1.63521130,0.006271673067907
1664668800,2022-10-02 00:00:00,AAVE/BTC,0.00383114,0.00384906,0.00383114,0.00384485,6.24543864,0.024012774755003997
1664582400,2022-10-01 00:00:00,AAVE/BTC,0.00381355,0.00381355,0.00381355,0.00381355,0.00000000,0.0
1664496000,2022-09-30 00:00:00,AAVE/BTC,0.00394996,0.00395271,0.00381355,0.00381355,33.52276007,0.1278407216649485
1664409600,2022-09-29 00:00:00,AAVE/BTC,0.00395586,0.00395586,0.00393635,0.00393635,9.56382331,0.0376465558863185
1664323200,2022-09-28 00:00:00,AAVE/BTC,0.00403251,0.00403251,0.00403251,0.00403251,0.00000000,0.0
1664236800,2022-09-27 00:00:00,AAVE/BTC,0.00395557,0.00403251,0.00395557,0.00403251,2.59810088,0.010476867779608798
1664150400,2022-09-26 00:00:00,AAVE/BTC,0.00394308,0.00396097,0.00394308,0.00396097,1.86234081,0.0073766760781857005
1664064000,2022-09-25 00:00:00,AAVE/BTC,0.00391492,0.00391492,0.00391492,0.00391492,0.00000000,0.0
1663977600,2022-09-24 00:00:00,AAVE/BTC,0.00391492,0.00391492,0.00391492,0.00391492,0.00000000,0.0
1663891200,2022-09-23 00:00:00,AAVE/BTC,0.00391492,0.00391492,0.00391492,0.00391492,0.00000000,0.0
1663804800,2022-09-22 00:00:00,AAVE/BTC,0.00391492,0.00391492,0.00391492,0.00391492,0.00000000,0.0
1663718400,2022-09-21 00:00:00,AAVE/BTC,0.00399000,0.00399989,0.00391492,0.00391492,2.75522334,0.010786478958232799
1663632000,2022-09-20 00:00:00,AAVE/BTC,0.00380000,0.00380000,0.00380000,0.00380000,0.00000000,0.0
1663545600,2022-09-19 00:00:00,AAVE/BTC,0.00380000,0.00380000,0.00380000,0.00380000,0.00000000,0.0
1663459200,2022-09-18 00:00:00,AAVE/BTC,0.00405430,0.00405430,0.00380000,0.00380000,120.67564102,0.458567435876
1663372800,2022-09-17 00:00:00,AAVE/BTC,0.00401023,0.00402837,0.00401023,0.00402837,0.79584998,0.0032059781839325996
1663286400,2022-09-16 00:00:00,AAVE/BTC,0.00398534,0.00405166,0.00395830,0.00405166,178.19712758,0.7219941739307829
1663200000,2022-09-15 00:00:00,AAVE/BTC,0.00402539,0.00410507,0.00397188,0.00397188,251.12245911,0.9974282728898267
1663113600,2022-09-14 00:00:00,AAVE/BTC,0.00420207,0.00420225,0.00415989,0.00415989,19.03068879,0.07916557199063311
1663027200,2022-09-13 00:00:00,AAVE/BTC,0.00400000,0.00416065,0.00400000,0.00415642,115.12230339,0.4784966442562638
1662940800,2022-09-12 00:00:00,AAVE/BTC,0.00418221,0.00421048,0.00418221,0.00421048,1.51191105,0.006365871237804
1662854400,2022-09-11 00:00:00,AAVE/BTC,0.00421715,0.00423399,0.00421306,0.00423399,40.79435183,0.17272287770470168
1662768000,2022-09-10 00:00:00,AAVE/BTC,0.00426696,0.00428115,0.00425629,0.00426938,3.66719167,0.0156566347720646
1662681600,2022-09-09 00:00:00,AAVE/BTC,0.00441911,0.00441911,0.00441291,0.00441291,103.20465290,0.455432844828939
1662595200,2022-09-08 00:00:00,AAVE/BTC,0.00452516,0.00461172,0.00452516,0.00461172,35.53024850,0.16385555761242
1662508800,2022-09-07 00:00:00,AAVE/BTC,0.00442215,0.00459161,0.00440451,0.00459161,111.93404889,0.513957498223813
1662422400,2022-09-06 00:00:00,AAVE/BTC,0.00462259,0.00462259,0.00445735,0.00445735,89.88785969,0.40066165138922144
1662336000,2022-09-05 00:00:00,AAVE/BTC,0.00458211,0.00458371,0.00458211,0.00458371,28.26427397,0.1295552352390287
1662249600,2022-09-04 00:00:00,AAVE/BTC,0.00439056,0.00443121,0.00439056,0.00443121,3.24715381,0.014388820434410098
1662163200,2022-09-03 00:00:00,AAVE/BTC,0.00439484,0.00439484,0.00436843,0.00437843,2.51267911,0.0110015895955973
1662076800,2022-09-02 00:00:00,AAVE/BTC,0.00440000,0.00449373,0.00435369,0.00435369,8.30139640,0.036141706492716
1661990400,2022-09-01 00:00:00,AAVE/BTC,0.00423704,0.00432225,0.00417623,0.00432225,65.65165610,0.28376287057822497
1661904000,2022-08-31 00:00:00,AAVE/BTC,0.00425726,0.00427299,0.00425726,0.00427299,3.24786707,0.0138781035114393
1661817600,2022-08-30 00:00:00,AAVE/BTC,0.00423305,0.00429860,0.00422067,0.00427045,114.43522146,0.488689891483857
